symbol,date,price,MA(5),Trend,MA(50),Series Without Trend,mes,Estacionidad,Residual,,,
CAURN,3/1/2009,11.2,10.88,10.5,9.525490196,0.7,3,0.179962894,0.520037106,,,
CAURN,4/1/2009,10.8,11.12,10.84545455,9.660784314,-0.045454545,4,-0.09109462,0.045640074,,,
CAURN,5/1/2009,11,11.34,11.16363636,9.801960784,-0.163636364,5,-0.334471243,0.170834879,,,
CAURN,6/1/2009,11.7,11.48,11.41818182,9.943137255,0.281818182,6,0.094727273,0.187090909,,,
CAURN,7/1/2009,12,11.68,11.56363636,10.06470588,0.436363636,7,0.408436364,0.027927273,,,
CAURN,8/1/2009,11.9,11.86,11.75454545,10.17647059,0.145454545,8,0.079962894,0.065491651,,,
CAURN,9/1/2009,11.8,11.9,11.9,10.28627451,-0.1,9,-0.251205937,0.151205937,,,
CAURN,10/1/2009,11.9,11.92,12.08181818,10.39607843,-0.181818182,10,-0.332096475,0.150278293,,,
CAURN,11/1/2009,11.9,12.14,12.18181818,10.51568627,-0.281818182,11,-0.246382189,-0.035435993,,,
CAURN,12/1/2009,12.1,12.34,12.19090909,10.62745098,-0.090909091,12,-0.318923933,0.228014842,,,
CAURN,1/1/2010,13,12.52,12.20909091,10.72941176,0.790909091,1,0.491651206,0.299257885,,,
CAURN,2/1/2010,12.8,12.56,12.27272727,10.80588235,0.527272727,2,0.315955473,0.211317254,,,
CAURN,3/1/2010,12.8,12.5,12.32727273,10.88235294,0.472727273,3,0.179962894,0.292764378,,,
CAURN,4/1/2010,12.1,12.34,12.33636364,10.96470588,-0.236363636,4,-0.09109462,-0.145269017,,,
CAURN,5/1/2010,11.8,12.3,12.33636364,11.06078431,-0.536363636,5,-0.334471243,-0.201892393,,,
CAURN,6/1/2010,12.2,12.22,12.35454545,11.14117647,-0.154545455,6,0.094727273,-0.249272727,,,
CAURN,7/1/2010,12.6,12.2,12.27272727,11.19411765,0.327272727,7,0.408436364,-0.081163636,,,
CAURN,8/1/2010,12.4,12.22,12.25454545,11.23529412,0.145454545,8,0.079962894,0.065491651,,,
CAURN,9/1/2010,12,12.24,12.20909091,11.26862745,-0.209090909,9,-0.251205937,0.042115028,,,
CAURN,10/1/2010,11.9,12.14,12.20909091,11.30784314,-0.309090909,10,-0.332096475,0.023005566,,,
CAURN,11/1/2010,12.3,12.18,12.18181818,11.35490196,0.118181818,11,-0.246382189,0.364564007,,,
CAURN,12/1/2010,12.1,12.24,12.1,11.38235294,0,12,-0.318923933,0.318923933,,,
CAURN,1/1/2011,12.6,12.28,12.05454545,11.38823529,0.545454545,1,0.491651206,0.05380334,,,
CAURN,2/1/2011,12.3,12.12,12.03636364,11.35490196,0.263636364,2,0.315955473,-0.052319109,,,
CAURN,3/1/2011,12.1,11.96,12.02727273,11.30980392,0.072727273,3,0.179962894,-0.107235622,,,
CAURN,4/1/2011,11.5,11.86,11.99090909,11.2745098,-0.490909091,4,-0.09109462,-0.399814471,,,
CAURN,5/1/2011,11.3,11.84,11.9,11.24705882,-0.6,5,-0.334471243,-0.265528757,,,
CAURN,6/1/2011,12.1,11.8,11.8,11.20980392,0.3,6,0.094727273,0.205272727,,,
CAURN,7/1/2011,12.2,11.8,11.65454545,11.14901961,0.545454545,7,0.408436364,0.137018182,,,
CAURN,8/1/2011,11.9,11.8,11.57272727,11.08235294,0.327272727,8,0.079962894,0.247309833,,,
CAURN,9/1/2011,11.5,11.58,11.49090909,11.01176471,0.009090909,9,-0.251205937,0.260296846,,,
CAURN,10/1/2011,11.3,11.34,11.44545455,10.9372549,-0.145454545,10,-0.332096475,0.186641929,,,
CAURN,11/1/2011,11,11.24,11.35454545,10.87058824,-0.354545455,11,-0.246382189,-0.108163265,,,
CAURN,12/1/2011,11,11.18,11.17272727,10.80196078,-0.172727273,12,-0.318923933,0.14619666,,,
CAURN,1/1/2012,11.4,11.12,11.03636364,10.72745098,0.363636364,1,0.491651206,-0.128014842,,,
CAURN,2/1/2012,11.2,10.98,10.94545455,10.61568627,0.254545455,2,0.315955473,-0.061410019,,,
CAURN,3/1/2012,11,10.8,10.85454545,10.50588235,0.145454545,3,0.179962894,-0.034508349,,,
CAURN,4/1/2012,10.3,10.66,10.70909091,10.40196078,-0.409090909,4,-0.09109462,-0.317996289,,,
CAURN,5/1/2012,10.1,10.6,10.59090909,10.32156863,-0.490909091,5,-0.334471243,-0.156437848,,,
CAURN,6/1/2012,10.7,10.5,10.45454545,10.24117647,0.245454545,6,0.094727273,0.150727273,,,
CAURN,7/1/2012,10.9,10.38,10.3,10.14117647,0.6,7,0.408436364,0.191563636,,,
CAURN,8/1/2012,10.5,10.3,10.22727273,10.03137255,0.272727273,8,0.079962894,0.192764378,,,
CAURN,9/1/2012,9.7,10.06,10.11818182,9.925490196,-0.418181818,9,-0.251205937,-0.166975881,,,
CAURN,10/1/2012,9.7,9.82,10.03636364,9.821568627,-0.336363636,10,-0.332096475,-0.004267161,,,
CAURN,11/1/2012,9.5,9.8,9.918181818,9.731372549,-0.418181818,11,-0.246382189,-0.171799629,,,
CAURN,12/1/2012,9.7,9.82,9.727272727,9.625490196,-0.027272727,12,-0.318923933,0.291651206,,,
CAURN,1/1/2013,10.4,9.76,9.590909091,9.519607843,0.809090909,1,0.491651206,0.317439703,,,
CAURN,2/1/2013,9.8,9.62,9.490909091,9.394117647,0.309090909,2,0.315955473,-0.006864564,,,
CAURN,3/1/2013,9.4,9.4,9.436363636,9.274509804,-0.036363636,3,0.179962894,-0.216326531,,,
CAURN,4/1/2013,8.8,9.2,9.336363636,9.160784314,-0.536363636,4,-0.09109462,-0.445269017,,,
CAURN,5/1/2013,8.6,9.12,9.254545455,9.062745098,-0.654545455,5,-0.334471243,-0.320074212,,,
CAURN,6/1/2013,9.4,9.06,9.127272727,8.960784314,0.272727273,6,0.094727273,0.178,,,
CAURN,7/1/2013,9.4,9.02,8.909090909,8.835294118,0.490909091,7,0.408436364,0.082472727,,,
CAURN,8/1/2013,9.1,9.02,8.790909091,8.707843137,0.309090909,8,0.079962894,0.229128015,,,
CAURN,9/1/2013,8.6,8.8,8.7,8.58627451,-0.1,9,-0.251205937,0.151205937,,,
CAURN,10/1/2013,8.6,8.52,8.654545455,8.470588235,-0.054545455,10,-0.332096475,0.27755102,,,
CAURN,11/1/2013,8.3,8.4,8.536363636,8.366666667,-0.236363636,11,-0.246382189,0.010018553,,,
CAURN,12/1/2013,8,8.36,8.336363636,8.264705882,-0.336363636,12,-0.318923933,-0.017439703,,,
CAURN,1/1/2014,8.5,8.3,8.163636364,8.162745098,0.336363636,1,0.491651206,-0.15528757,,,
CAURN,2/1/2014,8.4,8.1,8.063636364,8.045098039,0.336363636,2,0.315955473,0.020408163,,,
CAURN,3/1/2014,8.3,7.94,7.981818182,7.921568627,0.318181818,3,0.179962894,0.138218924,,,
CAURN,4/1/2014,7.3,7.74,7.845454545,7.817647059,-0.545454545,4,-0.09109462,-0.454359926,,,
CAURN,5/1/2014,7.2,7.66,7.727272727,7.729411765,-0.527272727,5,-0.334471243,-0.192801484,,,
CAURN,6/1/2014,7.5,7.54,7.636363636,7.643137255,-0.136363636,6,0.094727273,-0.231090909,,,
CAURN,7/1/2014,8,7.5,7.472727273,7.539215686,0.527272727,7,0.408436364,0.118836364,,,
CAURN,8/1/2014,7.7,7.46,7.372727273,7.431372549,0.327272727,8,0.079962894,0.247309833,,,
CAURN,9/1/2014,7.1,7.36,7.245454545,7.325490196,-0.145454545,9,-0.251205937,0.105751391,,,
CAURN,10/1/2014,7,7.1,7.190909091,7.237254902,-0.190909091,10,-0.332096475,0.141187384,,,
CAURN,11/1/2014,7,7.02,7.1,7.158823529,-0.1,11,-0.246382189,0.146382189,,,
CAURN,12/1/2014,6.7,6.98,6.981818182,7.078431373,-0.281818182,12,-0.318923933,0.037105751,,,
CAURN,1/1/2015,7.3,6.92,6.827272727,6.988235294,0.472727273,1,0.491651206,-0.018923933,,,
CAURN,2/1/2015,6.9,6.76,6.718181818,6.876470588,0.181818182,2,0.315955473,-0.134137291,,,
CAURN,3/1/2015,6.7,6.66,6.627272727,6.770588235,0.072727273,3,0.179962894,-0.107235622,,,
CAURN,4/1/2015,6.2,6.46,6.509090909,6.682352941,-0.309090909,4,-0.09109462,-0.217996289,,,
CAURN,5/1/2015,6.2,6.38,6.390909091,6.611764706,-0.190909091,5,-0.334471243,0.143562152,,,
CAURN,6/1/2015,6.3,6.26,6.3,6.543137255,0,6,0.094727273,-0.094727273,,,
CAURN,7/1/2015,6.5,6.16,6.145454545,6.447058824,0.354545455,7,0.408436364,-0.053890909,,,
CAURN,8/1/2015,6.1,6.06,6.063636364,6.347058824,0.036363636,8,0.079962894,-0.043599258,,,
CAURN,9/1/2015,5.7,5.94,5.981818182,6.252941176,-0.281818182,9,-0.251205937,-0.030612245,,,
CAURN,10/1/2015,5.7,5.76,5.945454545,6.168627451,-0.245454545,10,-0.332096475,0.086641929,,,
CAURN,11/1/2015,5.7,5.74,5.872727273,6.094117647,-0.172727273,11,-0.246382189,0.073654917,,,
CAURN,12/1/2015,5.6,5.76,5.745454545,6.021568627,-0.145454545,12,-0.318923933,0.173469388,,,
CAURN,1/1/2016,6,5.78,5.672727273,5.952941176,0.327272727,1,0.491651206,-0.164378479,,,
CAURN,2/1/2016,5.8,5.72,5.645454545,5.866666667,0.154545455,2,0.315955473,-0.161410019,,,
CAURN,3/1/2016,5.8,5.58,5.645454545,5.774509804,0.154545455,3,0.179962894,-0.02541744,,,
CAURN,4/1/2016,5.4,5.52,5.618181818,5.698039216,-0.218181818,4,-0.09109462,-0.127087199,,,
CAURN,5/1/2016,4.9,5.52,5.590909091,5.641176471,-0.690909091,5,-0.334471243,-0.356437848,,,
CAURN,6/1/2016,5.7,5.5,5.545454545,5.58627451,0.154545455,6,0.094727273,0.059818182,,,
CAURN,7/1/2016,5.8,5.5,5.472727273,5.517647059,0.327272727,7,0.408436364,-0.081163636,,,
CAURN,8/1/2016,5.7,5.6,5.463636364,5.439215686,0.236363636,8,0.079962894,0.156400742,,,
CAURN,9/1/2016,5.4,5.48,5.427272727,5.366666667,-0.027272727,9,-0.251205937,0.22393321,,,
CAURN,10/1/2016,5.4,5.36,5.4,5.309803922,0,10,-0.332096475,0.332096475,,,
CAURN,11/1/2016,5.1,5.36,5.381818182,5.268627451,-0.281818182,11,-0.246382189,-0.035435993,,,
CAURN,12/1/2016,5.2,5.36,5.263636364,5.217647059,-0.063636364,12,-0.318923933,0.25528757,,,
CAURN,1/1/2017,5.7,5.3,5.181818182,5.174509804,0.518181818,1,0.491651206,0.026530612,,,
CAURN,2/1/2017,5.4,5.22,5.136363636,5.105882353,0.263636364,2,0.315955473,-0.052319109,,,
CAURN,3/1/2017,5.1,5.06,5.109090909,5.041176471,-0.009090909,3,0.179962894,-0.189053803,,,
CAURN,4/1/2017,4.7,4.9,5.027272727,4.992156863,-0.327272727,4,-0.09109462,-0.236178108,,,
CAURN,5/1/2017,4.4,4.86,4.954545455,4.956862745,-0.554545455,5,-0.334471243,-0.220074212,,,
CAURN,6/1/2017,4.9,4.86,4.872727273,4.917647059,0.027272727,6,0.094727273,-0.067454545,,,
CAURN,7/1/2017,5.2,4.82,4.745454545,4.866666667,0.454545455,7,0.408436364,0.046109091,,,
CAURN,8/1/2017,5.1,4.8,4.690909091,4.81372549,0.409090909,8,0.079962894,0.329128015,,,
CAURN,9/1/2017,4.5,4.68,4.645454545,4.768627451,-0.145454545,9,-0.251205937,0.105751391,,,
CAURN,10/1/2017,4.3,4.5,4.627272727,4.733333333,-0.327272727,10,-0.332096475,0.004823748,,,
CAURN,11/1/2017,4.3,4.44,4.6,4.709803922,-0.3,11,-0.246382189,-0.053617811,,,
CAURN,12/1/2017,4.3,4.46,4.490909091,4.682352941,-0.190909091,12,-0.318923933,0.128014842,,,
CAURN,1/1/2018,4.8,4.5,4.418181818,4.696078431,0.381818182,1,0.491651206,-0.109833024,,,
CAURN,2/1/2018,4.6,4.46,4.354545455,4.88627451,0.245454545,2,0.315955473,-0.070500928,,,
CAURN,3/1/2018,4.5,4.34,4.345454545,5.078431373,0.154545455,3,0.179962894,-0.02541744,,,
CAURN,4/1/2018,4.1,4.26,4.318181818,5.237254902,-0.218181818,4,-0.09109462,-0.127087199,,,
CAURN,5/1/2018,3.7,4.22,4.290909091,5.398039216,-0.590909091,5,-0.334471243,-0.256437848,,,
CAURN,6/1/2018,4.4,4.2,4.263636364,5.533333333,0.136363636,6,0.094727273,0.041636364,,,
CAURN,7/1/2018,4.4,4.18,4.209090909,5.615686275,0.190909091,7,0.408436364,-0.217527273,,,
CAURN,8/1/2018,4.4,4.24,4.236363636,5.674509804,0.163636364,8,0.079962894,0.083673469,,,
CAURN,9/1/2018,4,4.16,4.227272727,5.733333333,-0.227272727,9,-0.251205937,0.02393321,,,
CAURN,10/1/2018,4,4.12,4.263636364,5.801960784,-0.263636364,10,-0.332096475,0.068460111,,,
CAURN,11/1/2018,4,4.22,4.272727273,5.874509804,-0.272727273,11,-0.246382189,-0.026345083,,,
CAURN,12/1/2018,4.2,4.3,4.2,5.947058824,0,12,-0.318923933,0.318923933,,,
CAURN,1/1/2019,4.9,4.4,4.181818182,6.011764706,0.718181818,1,0.491651206,0.226530612,,,
CAURN,2/1/2019,4.4,4.36,4.181818182,6.062745098,0.218181818,2,0.315955473,-0.097773655,,,
CAURN,3/1/2019,4.5,4.24,4.2,6.105882353,0.3,3,0.179962894,0.120037106,,,
CAURN,4/1/2019,3.8,4.1,4.172727273,6.166666667,-0.372727273,4,-0.09109462,-0.281632653,,,
CAURN,5/1/2019,3.6,4.1,4.154545455,6.225490196,-0.554545455,5,-0.334471243,-0.220074212,,,
CAURN,6/1/2019,4.2,4.04,4.118181818,6.282352941,0.081818182,6,0.094727273,-0.012909091,,,
CAURN,7/1/2019,4.4,4.02,4.027272727,6.309803922,0.372727273,7,0.408436364,-0.035709091,,,
CAURN,8/1/2019,4.2,4.06,4.036363636,6.323529412,0.163636364,8,0.079962894,0.083673469,,,
CAURN,9/1/2019,3.7,3.98,4.018181818,6.329411765,-0.318181818,9,-0.251205937,-0.066975881,,,
CAURN,10/1/2019,3.8,3.88,4.245454545,6.339215686,-0.445454545,10,-0.332096475,-0.113358071,,,
CAURN,11/1/2019,3.8,3.94,5.345454545,6.364705882,-1.545454545,11,-0.246382189,-1.299072356,,,
CAURN,12/1/2019,3.9,4.06,6.381818182,6.378431373,-2.481818182,12,-0.318923933,-2.162894249,,,
CAURN,1/1/2020,4.5,4.56,7.245454545,6.382352941,-2.745454545,1,0.491651206,-3.237105751,,,
CAURN,2/1/2020,4.3,6.94,8.1,6.366666667,-3.8,2,0.315955473,-4.115955473,,,
CAURN,3/1/2020,6.3,9.28,8.836363636,6.349019608,-2.536363636,3,0.179962894,-2.716326531,,,
CAURN,4/1/2020,15.7,11.16,9.390909091,6.343137255,6.309090909,4,-0.09109462,6.400185529,,,
CAURN,5/1/2020,15.6,13.02,9.845454545,6.343137255,5.754545455,5,-0.334471243,6.089016698,,,
CAURN,6/1/2020,13.9,14.12,10.28181818,6.352941176,3.618181818,6,0.094727273,3.523454545,,,
CAURN,7/1/2020,13.6,12.96,10.68181818,6.341176471,2.918181818,7,0.408436364,2.509745455,,,
CAURN,8/1/2020,11.8,11.6,11.11818182,6.333333333,0.681818182,8,0.079962894,0.601855288,,,
CAURN,9/1/2020,9.9,10.56,11.34545455,6.32745098,-1.445454545,9,-0.251205937,-1.194248609,,,
CAURN,10/1/2020,8.8,9.62,10.69090909,6.32745098,-1.890909091,10,-0.332096475,-1.558812616,,,
CAURN,11/1/2020,8.7,9.08,10.02727273,6.341176471,-1.327272727,11,-0.246382189,-1.080890538,,,
CAURN,12/1/2020,8.9,8.86,9.454545455,6.356862745,-0.554545455,12,-0.318923933,-0.235621521,,,
CAURN,1/1/2021,9.1,8.8,8.963636364,6.366666667,0.136363636,1,0.491651206,-0.35528757,,,
CAURN,2/1/2021,8.8,8.72,8.590909091,6.350980392,0.209090909,2,0.315955473,-0.106864564,,,
CAURN,3/1/2021,8.5,8.46,8.354545455,6.349019608,0.145454545,3,0.179962894,-0.034508349,,,
CAURN,4/1/2021,8.3,8.28,8.127272727,6.352941176,0.172727273,4,-0.09109462,0.263821892,,,
CAURN,5/1/2021,7.6,8.06,7.872727273,6.37254902,-0.272727273,5,-0.334471243,0.06174397,,,
CAURN,6/1/2021,8.2,7.82,7.554545455,6.401960784,0.645454545,6,0.094727273,0.550727273,,,
CAURN,7/1/2021,7.7,7.42,7.181818182,6.41372549,0.518181818,7,0.408436364,0.109745455,,,
CAURN,8/1/2021,7.3,7.08,6.890909091,6.423529412,0.409090909,8,0.079962894,0.329128015,,,
CAURN,9/1/2021,6.3,6.52,6.572727273,6.435294118,-0.272727273,9,-0.251205937,-0.021521336,,,
CAURN,10/1/2021,5.9,5.98,6.227272727,6.458823529,-0.327272727,10,-0.332096475,0.004823748,,,
CAURN,11/1/2021,5.4,5.64,5.9,6.490196078,-0.5,11,-0.246382189,-0.253617811,,,
CAURN,12/1/2021,5,5.38,5.490909091,6.521568627,-0.490909091,12,-0.318923933,-0.171985158,,,
CAURN,1/1/2022,5.6,5.1,5.172727273,6.547058824,0.427272727,1,0.491651206,-0.064378479,,,
CAURN,2/1/2022,5,4.82,4.881818182,6.552941176,0.118181818,2,0.315955473,-0.197773655,,,
CAURN,3/1/2022,4.5,4.56,4.690909091,6.560784314,-0.190909091,3,0.179962894,-0.370871985,,,
CAURN,4/1/2022,4,4.28,4.5,6.543137255,-0.5,4,-0.09109462,-0.40890538,,,
CAURN,5/1/2022,3.7,4.1,4.372727273,6.350980392,-0.672727273,5,-0.334471243,-0.33825603,,,
CAURN,6/1/2022,4.2,4.04,4.290909091,6.160784314,-0.090909091,6,0.094727273,-0.185636364,,,
CAURN,7/1/2022,4.1,4,4.145454545,5.990196078,-0.045454545,7,0.408436364,-0.453890909,,,
CAURN,8/1/2022,4.2,4.06,4.118181818,5.82745098,0.081818182,8,0.079962894,0.001855288,,,
CAURN,9/1/2022,3.8,4.04,4.145454545,5.701960784,-0.345454545,9,-0.251205937,-0.094248609,,,
CAURN,10/1/2022,4,4.02,4.209090909,5.609803922,-0.209090909,10,-0.332096475,0.123005566,,,
CAURN,11/1/2022,4.1,4.12,4.245454545,5.545098039,-0.145454545,11,-0.246382189,0.100927644,,,
CAURN,12/1/2022,4,4.32,4.254545455,5.482352941,-0.254545455,12,-0.318923933,0.064378479,,,
CAURN,1/1/2023,4.7,4.46,4.309090909,5.411764706,0.390909091,1,0.491651206,-0.100742115,,,
CAURN,2/1/2023,4.8,4.46,4.363636364,5.331372549,0.436363636,2,0.315955473,0.120408163,,,
CAURN,3/1/2023,4.7,4.52,4.481818182,5.256862745,0.218181818,3,0.179962894,0.038218924,,,
CAURN,4/1/2023,4.1,4.52,4.554545455,5.203921569,-0.454545455,4,-0.09109462,-0.363450835,,,
CAURN,5/1/2023,4.3,4.52,4.627272727,5.160784314,-0.327272727,5,-0.334471243,0.007198516,,,
CAURN,6/1/2023,4.7,4.6,4.7,5.125490196,0,6,0.094727273,-0.094727273,,,
CAURN,7/1/2023,4.8,4.74,4.718181818,5.074509804,0.081818182,7,0.408436364,-0.326618182,,,
CAURN,8/1/2023,5.1,4.86,4.772727273,5.022,0.327272727,8,0.079962894,0.247309833,,,
CAURN,9/1/2023,4.8,4.88,4.836363636,4.984,-0.036363636,9,-0.251205937,0.214842301,,,
CAURN,10/1/2023,4.9,4.9,4.936363636,4.96,-0.036363636,10,-0.332096475,0.295732839,,,
CAURN,11/1/2023,4.8,4.96,4.981818182,,-0.181818182,11,-0.246382189,0.064564007,,,
CAURN,12/1/2023,4.9,5.08,4.981818182,,-0.081818182,12,-0.318923933,0.237105751,,,
CAURN,1/1/2024,5.4,5.14,5.036363636,,0.363636364,1,0.491651206,-0.128014842,,,
CAURN,2/1/2024,5.4,5.14,5.109090909,,0.290909091,2,0.315955473,-0.025046382,,,
CAURN,3/1/2024,5.2,5.1,5.209090909,,-0.009090909,3,0.179962894,-0.189053803,,,
CAURN,4/1/2024,4.8,5.1,5.236363636,,-0.436363636,4,-0.09109462,-0.345269017,,,
CAURN,5/1/2024,4.7,5.2,5.281818182,,-0.581818182,5,-0.334471243,-0.247346939,,,
CAURN,6/1/2024,5.4,5.34,5.327272727,,0.072727273,6,0.094727273,-0.022,,,
CAURN,7/1/2024,5.9,5.42,5.309090909,,0.590909091,7,0.408436364,0.182472727,,,
CAURN,8/1/2024,5.9,5.54,5.318181818,,0.581818182,8,0.079962894,0.501855288,,,
CAURN,9/1/2024,5.2,5.54,5.345454545,,-0.145454545,9,-0.251205937,0.105751391,,,
CAURN,10/1/2024,5.3,5.4,5.390909091,,-0.090909091,10,-0.332096475,0.241187384,,,
CAURN,11/1/2024,5.4,5.32,5.418181818,,-0.018181818,11,-0.246382189,0.228200371,,,
CAURN,12/1/2024,5.2,5.38,5.381818182,,-0.181818182,12,-0.318923933,0.137105751,,,
CAURN,1/1/2025,5.5,5.38,5.372727273,,0.127272727,1,0.491651206,-0.364378479,,,
CAURN,2/1/2025,5.5,5.3,5.390909091,,0.109090909,2,0.315955473,-0.206864564,,,
CAURN,3/1/2025,5.3,5.26,5.445454545,,-0.145454545,3,0.179962894,-0.32541744,,,
CAURN,4/1/2025,5,5.32,5.472727273,,-0.472727273,4,-0.09109462,-0.381632653,,,
CAURN,5/1/2025,5,5.44,5.48,,-0.48,5,-0.334471243,-0.145528757,,,
CAURN,6/1/2025,5.8,5.54,5.5,,0.3,6,0.094727273,0.205272727,,,
CAURN,7/1/2025,6.1,5.66,5.46,,0.64,7,0.408436364,0.231563636,,,
CAURN,8/1/2025,5.8,5.825,,,,,#N/A,#N/A,,,
CAURN,9/1/2025,5.6,5.725,,,,,#N/A,#N/A,,,
CAURN,10/1/2025,NA,5.475,,,,,#N/A,#VALUE!,,,
CAURN,11/1/2025,5.4,,,,,,#N/A,#N/A,,,
CAURN,12/1/2025,5.1,,,,,,#N/A,#N/A,,,
